#Constant Temperature fit results; RIPL III discrete level library; December 2021 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]     
#-------------------------------------------------------------------------------------------------------------------------
  88 232 Ra   0.36033   0.03054   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  88 233 Ra   0.35969   0.02898   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 234 Ra   0.36099   0.02770   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 235 Ra   0.36405   0.02691   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 205 Ac   0.76920   0.07052   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 206 Ac   0.79935   0.07215   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  89 207 Ac   0.82658   0.07250   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 208 Ac   0.84961   0.07300   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  89 209 Ac   0.86708   0.07540   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 210 Ac   0.87774   0.08085   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 211 Ac   0.88057   0.08901   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 212 Ac   0.87490   0.09811   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  89 213 Ac   0.86056   0.10591   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  89 214 Ac   0.83791   0.11050   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  89 215 Ac   0.00000   0.00000   0.00000   0.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  89 216 Ac   0.00000   0.00000   0.00000   0.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  89 217 Ac   0.73057   0.09794   0.00000   1.00000  11   1   1   6  0.00000  1.49810                  0             0.000
  89 218 Ac   0.68687   0.08683  -1.01529   0.20166  36  15   7   1  0.78199  0.00000  1.377E-01   F   0             0.000
  89 219 Ac   0.64297   0.07518  -0.53713   0.20099  42  15  14   1  1.18305  0.00000  4.251E-02       0             6.124
  89 220 Ac   0.60079   0.06457   0.00000   1.00000  18   1   1   1  0.00000  0.00000                  0             0.000
  89 221 Ac   0.56150   0.05586  -0.64693   0.14918  32  15  14   1  0.92640  0.00000  1.329E-01   F   0             4.829
  89 222 Ac   0.52573   0.04931   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  89 223 Ac   0.49375   0.04476   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  89 224 Ac   0.46557   0.04176  -1.37878   0.13911  48  46  19   1  0.40292  0.00000  4.846E-02 *     0             2.790
  89 225 Ac   0.44109   0.03982   0.00000   1.00000  17   1   1   1  0.00000  0.00000                  0             0.000
  89 226 Ac   0.00000   0.00000   0.00000   0.00000  18   1   1   1  0.00000  0.00000                  0             0.000
  89 227 Ac   0.40254   0.03737  -0.88380   0.12079  65  38  17   8  0.59200  0.12685  1.118E-02 *     0             2.966
  89 228 Ac   0.38813   0.03632   0.00000   1.00000   5   1   1   5  0.00000  0.03307                  0             0.000
  89 229 Ac   0.37681   0.03514  -0.71223   0.08266  34  17   7   1  0.33550  0.00000  9.573E-02 * F   0             2.733
  89 230 Ac   0.36852   0.03377   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  89 231 Ac   0.36316   0.03220  -0.74238   0.08891  50  18  14   1  0.30500  0.00000  8.497E-02   F   0             1.996
  89 232 Ac   0.36033   0.03054   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  89 233 Ac   0.35969   0.02898   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 234 Ac   0.36099   0.02770   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 235 Ac   0.36405   0.02691   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 236 Ac   0.36869   0.02678   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 237 Ac   0.37479   0.02743   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 208 Th   0.84961   0.07300   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 209 Th   0.86708   0.07540   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 210 Th   0.87774   0.08085   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 211 Th   0.88057   0.08901   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 212 Th   0.87490   0.09811   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 213 Th   0.86056   0.10591   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  90 214 Th   0.83791   0.11050   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  90 215 Th   0.00000   0.00000   0.00000   0.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  90 216 Th   0.00000   0.00000   0.00000   0.00000  10   1   1   6  0.00000  2.04000                  0             0.000
  90 217 Th   0.73057   0.09794   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  90 218 Th   0.68687   0.08683   0.00000   1.00000  11   1   1   2  0.00000  0.68900                  0             0.000
  90 219 Th   0.64297   0.07518   0.00000   1.00000  17   1   1   1  0.00000  0.00000                  0             0.000
  90 220 Th   0.60079   0.06457   0.44859   0.12980  39   8   7  18  1.71889  2.68580  3.702E-02       0             0.000
  90 221 Th   0.56150   0.05586   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  90 222 Th   0.52573   0.04931  -0.00993   0.10165  26   9   7  24  1.25530  4.57790  1.826E-01   F   0             0.000
  90 223 Th   0.49375   0.04476  -0.79371   0.10033  28  13   7   1  0.42870  0.00000  1.781E-01   F   0             3.900
  90 224 Th   0.46557   0.04176  -0.29009   0.08584  21   9   7   2  0.83390  0.09810  2.412E-01   F   0             0.000
  90 225 Th   0.44109   0.03982   0.00000   1.00000  17   1   1   1  0.00000  0.00000                  0             0.000
  90 226 Th   0.00000   0.00000   0.00000   0.00000  25   1   1   5  0.00000  0.30750                  0             0.000
  90 227 Th   0.40254   0.03737  -0.87991   0.10542  64  27  11   1  0.44814  0.00000  4.404E-02 *     0             2.947
  90 228 Th   0.38813   0.03632  -0.14415   0.10825 224  42   7  11  1.29744  0.87454  1.802E-02 *     0             3.819
  90 229 Th   0.37681   0.03514  -0.93002   0.11865  90  43  20   1  0.47865  0.00000  1.869E-02 *     0             3.059
  90 230 Th   0.36852   0.03377  -0.14878   0.10296 264  46   7   9  1.25920  0.67752  6.505E-03 *     0             3.980
  90 231 Th   0.36316   0.03220  -0.69407   0.10469 138  39  17   5  0.63405  0.18572  9.382E-03 *     0             3.003
  90 232 Th   0.36033   0.03054  -0.03727   0.08725 101  34   7  11  1.22210  0.82680  1.546E-02 *     0             3.772
  90 233 Th   0.35969   0.02898  -0.71039   0.08426 226  50   7   1  0.69560  0.00000  2.705E-01   F   0             3.082
  90 234 Th   0.36099   0.02770   0.09984   0.05571  28   8   7   5  0.84250  0.56470  3.384E-02       0             0.000
  90 235 Th   0.36405   0.02691   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 236 Th   0.36869   0.02678   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  90 237 Th   0.37479   0.02743   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 238 Th   0.38220   0.02883   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 239 Th   0.39079   0.03078   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 211 Pa   0.88057   0.08901   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 212 Pa   0.87490   0.09811   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 213 Pa   0.86056   0.10591   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 214 Pa   0.83791   0.11050   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 215 Pa   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 216 Pa   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 217 Pa   0.73057   0.09794   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  91 218 Pa   0.68687   0.08683   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  91 219 Pa   0.64297   0.07518   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 220 Pa   0.60079   0.06457   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 221 Pa   0.56150   0.05586   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 222 Pa   0.52573   0.04931   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 223 Pa   0.49375   0.04476   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  91 224 Pa   0.46557   0.04176   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 225 Pa   0.44109   0.03982   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 226 Pa   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 227 Pa   0.40254   0.03737   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 228 Pa   0.38813   0.03632   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 229 Pa   0.37681   0.03514  -0.69415   0.08173  82  17   7   1  0.33810  0.00000  6.114E-02 * F   0             2.847
  91 230 Pa   0.36852   0.03377  -0.80548   0.11247  86  39  20   1  0.53800  0.00000  6.324E-03 *     0             2.915
  91 231 Pa   0.36316   0.03220  -0.83275   0.10512  90  48  14   7  0.56750  0.10227  2.859E-02 *     0             4.059
  91 232 Pa   0.36033   0.03054   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 233 Pa   0.35969   0.02898  -0.76767   0.08656  87  34  12   8  0.52900  0.10905  3.007E-02 *     0             3.410
  91 234 Pa   0.36099   0.02770   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  91 235 Pa   0.36405   0.02691  -0.49682   0.07192  25  15  14   1  0.48400  0.00000  2.788E-02       0             2.351
  91 236 Pa   0.36869   0.02678   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  91 237 Pa   0.37479   0.02743  -0.40193   0.07331  21  15  14   1  0.62400  0.00000  5.148E-02   F   0             0.000
  91 238 Pa   0.38220   0.02883   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 239 Pa   0.39079   0.03078   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 240 Pa   0.40039   0.03300   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 241 Pa   0.41077   0.03511   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 215 U    0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 216 U    0.00000   0.00000   0.00000   0.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  92 217 U    0.73057   0.09794   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 218 U    0.68687   0.08683   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  92 219 U    0.64297   0.07518   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 220 U    0.60079   0.06457   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 221 U    0.56150   0.05586   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 222 U    0.52573   0.04931   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 223 U    0.49375   0.04476   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 224 U    0.46557   0.04176   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 225 U    0.44109   0.03982   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 226 U    0.00000   0.00000   0.00000   0.00000  13   1   1   1  0.00000  0.00000                  0             0.000
  92 227 U    0.40254   0.03737   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 228 U    0.38813   0.03632   0.00000   1.00000   2   1   1   2  0.00000  0.05900                  0             0.000
  92 229 U    0.37681   0.03514   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  92 230 U    0.36852   0.03377  -0.17341   0.06794  21   8   7   6  0.57800  0.43519  7.462E-02   F   0             0.000
  92 231 U    0.36316   0.03220   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  92 232 U    0.36033   0.03054  -0.06179   0.07363  65  17   7   9  0.96760  0.73457  1.006E-02 *     0             3.412
  92 233 U    0.35969   0.02898  -0.65668   0.09469 110  36  19   4  0.64600  0.15523  9.261E-03 *     0             3.707
  92 234 U    0.36099   0.02770  -0.00316   0.08395 153  43   7  26  1.34133  1.12755  1.614E-02 *     0             4.186
  92 235 U    0.36405   0.02691  -0.73882   0.08503 197  37  15  14  0.58780  0.25001  1.033E-02 *     0             4.360
  92 236 U    0.36869   0.02678  -0.04840   0.08532 122  53   7  10  1.41330  0.91914  1.959E-02 *     0             3.723
  92 237 U    0.37479   0.02743  -0.66845   0.08960 271  48  13   9  0.76280  0.26093  1.636E-02 *     0             4.205
  92 238 U    0.38220   0.02883  -0.07351   0.08823 285  45   7  10  1.38119  0.92721  1.907E-02 *     0             3.793
  92 239 U    0.39079   0.03078  -0.61323   0.06893 108  13   7   5  0.37270  0.14577  1.679E-01   F   0             2.958
  92 240 U    0.40039   0.03300   0.08880   0.06630  22   8   7   1  0.94470  0.00000  8.254E-02   F   0             0.000
  92 241 U    0.41077   0.03511   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 242 U    0.42166   0.03675   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  92 243 U    0.43273   0.03768   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 219 Np   0.64297   0.07518   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 220 Np   0.60079   0.06457   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 221 Np   0.56150   0.05586   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 222 Np   0.52573   0.04931   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 223 Np   0.49375   0.04476   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 224 Np   0.46557   0.04176   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 225 Np   0.44109   0.03982   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 226 Np   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 227 Np   0.40254   0.03737   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 228 Np   0.38813   0.03632   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 229 Np   0.37681   0.03514   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 230 Np   0.36852   0.03377   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 231 Np   0.36316   0.03220   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 232 Np   0.36033   0.03054   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  93 233 Np   0.35969   0.02898   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  93 234 Np   0.36099   0.02770   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 235 Np   0.36405   0.02691  -0.49460   0.06983  67  29   7   1  0.83400  0.00000  4.622E-02 *     0             4.324
  93 236 Np   0.36869   0.02678   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  93 237 Np   0.37479   0.02743  -0.74871   0.09065 106  37  20  13  0.61800  0.30505  1.255E-02 *     0             4.058
  93 238 Np   0.38220   0.02883  -1.01884   0.10580 130  73  19  13  0.61950  0.21795  3.698E-02 *     0             3.221
  93 239 Np   0.39079   0.03078  -0.78320   0.09784  65  34  17   5  0.61600  0.11772  1.126E-02 *     0             3.074
  93 240 Np   0.40039   0.03300   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  93 241 Np   0.41077   0.03511   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 242 Np   0.42166   0.03675   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  93 243 Np   0.43273   0.03768  -0.40061   0.10299  23  17  14   1  0.85300  0.00000  6.506E-02   F   0             2.291
  93 244 Np   0.44366   0.03813   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 245 Np   0.45441   0.03927   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 221 Pu   0.56150   0.05586   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 222 Pu   0.52573   0.04931   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 223 Pu   0.49375   0.04476   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 224 Pu   0.46557   0.04176   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 225 Pu   0.44109   0.03982   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 226 Pu   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 227 Pu   0.40254   0.03737   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 228 Pu   0.38813   0.03632   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 229 Pu   0.37681   0.03514   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 230 Pu   0.36852   0.03377   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 231 Pu   0.36316   0.03220   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 232 Pu   0.36033   0.03054   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 233 Pu   0.35969   0.02898   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 234 Pu   0.36099   0.02770   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  94 235 Pu   0.36405   0.02691   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  94 236 Pu   0.36869   0.02678   0.00000   1.00000  17   1   1  11  0.00000  1.18545                  0             0.000
  94 237 Pu   0.37479   0.02743  -0.59176   0.06756  59  20   7  19  0.48600  0.47352  4.235E-02 *     0             3.082
  94 238 Pu   0.38220   0.02883  -0.03708   0.07560  61  24   7  12  1.17440  0.96278  2.039E-02 *     0             3.769
  94 239 Pu   0.39079   0.03078  -0.63269   0.10275 121  41  19  12  0.82800  0.39158  1.608E-02 *     0             4.054
  94 240 Pu   0.40039   0.03300  -0.12882   0.09768 102  40   7  10  1.33702  0.86071  1.180E-02 *     0             3.814
  94 241 Pu   0.41077   0.03511  -0.76027   0.10171 108  30  11   9  0.68100  0.23194  2.184E-02 *     0             3.290
  94 242 Pu   0.42166   0.03675  -0.06209   0.08883  54  17   7   6  1.09210  0.77860  1.325E-02 *     0             4.070
  94 243 Pu   0.43273   0.03768  -0.70483   0.11643  88  32  15   7  0.81376  0.33321  1.067E-02 *     0             4.026
  94 244 Pu   0.44366   0.03813   0.01521   0.09984  63  24   7   5  1.46670  0.53020  1.867E-02 *     0             5.449
  94 245 Pu   0.45441   0.03927  -0.61185   0.08488  25  11   7   1  0.46400  0.00000  9.385E-02   F   0             3.202
  94 246 Pu   0.46495   0.04302   0.00000   1.00000  17   1   1   5  0.00000  0.54350                  0             0.000
  94 247 Pu   0.47531   0.05125   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 223 Am   0.49375   0.04476   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 224 Am   0.46557   0.04176   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 225 Am   0.44109   0.03982   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 226 Am   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 227 Am   0.40254   0.03737   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 228 Am   0.38813   0.03632   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 229 Am   0.37681   0.03514   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 230 Am   0.36852   0.03377   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 231 Am   0.36316   0.03220   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 232 Am   0.36033   0.03054   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 233 Am   0.35969   0.02898   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 234 Am   0.36099   0.02770   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 235 Am   0.36405   0.02691   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 236 Am   0.36869   0.02678   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  95 237 Am   0.37479   0.02743   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  95 238 Am   0.38220   0.02883   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  95 239 Am   0.39079   0.03078   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  95 240 Am   0.40039   0.03300  -0.69605   0.09616  58  25  14   1  0.66000  0.00000  3.508E-02 *     0             4.056
  95 241 Am   0.41077   0.03511  -0.70306   0.10722 112  36  12   7  0.78720  0.23520  1.579E-02 *     0             4.613
  95 242 Am   0.42166   0.03675  -1.05040   0.13214 142  82  14   5  0.80250  0.07582  3.075E-02 *     0             3.195
  95 243 Am   0.43273   0.03768  -0.74584   0.09083  30  19   7   5  0.46600  0.10922  4.461E-02 *     0             3.326
  95 244 Am   0.44366   0.03813  -1.05513   0.13822 112  83  14   1  0.89930  0.00000  2.886E-02 *     0             2.576
  95 245 Am   0.45441   0.03927  -0.31066   0.10498  22  15  14   1  0.92101  0.00000  3.582E-03       0             3.587
  95 246 Am   0.46495   0.04302   0.00000   1.00000   9   1   1   2  0.00000  0.03000                  0             0.000
  95 247 Am   0.47531   0.05125   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 248 Am   0.48550   0.06484   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 249 Am   0.49554   0.08373   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  96 231 Cm   0.36316   0.03220   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  96 232 Cm   0.36033   0.03054   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  96 233 Cm   0.35969   0.02898   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  96 234 Cm   0.36099   0.02770   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  96 235 Cm   0.36405   0.02691   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  96 236 Cm   0.36869   0.02678   0.00000   1.00000   2   1   1   2  0.00000  0.04500                  0             0.000
  96 237 Cm   0.37479   0.02743   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  96 238 Cm   0.38220   0.02883   0.00000   1.00000   2   1   1   2  0.00000  0.03500                  0             0.000
  96 239 Cm   0.39079   0.03078   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  96 240 Cm   0.40039   0.03300   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  96 241 Cm   0.41077   0.03511   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  96 242 Cm   0.42166   0.03675   0.00000   1.00000   5   1   1   4  0.00000  0.28800                  0             0.000
  96 243 Cm   0.43273   0.03768  -0.57098   0.09315  30  28   7   5  1.35900  0.09410  1.416E-01 * F   0             3.142
  96 244 Cm   0.44366   0.03813  -0.02679   0.09393  22  18   7   5  1.22016  0.50178  1.314E-01   F   0             2.827
  96 245 Cm   0.45441   0.03927  -0.79579   0.13051  62  50  14   8  0.98000  0.35592  1.115E-02 *     0             3.507
  96 246 Cm   0.46495   0.04302  -0.17988   0.12489  74  36   7   5  1.47842  0.50050  2.267E-02 *     0             3.850
  96 247 Cm   0.47531   0.05125  -0.94411   0.16092  74  40  13   5  0.85600  0.22738  2.371E-02 *     0             4.234
  96 248 Cm   0.48550   0.06484  -0.08453   0.18196  72  31   7   6  1.55200  0.76280  2.275E-02 *     0             4.730
  96 249 Cm   0.49554   0.08373  -1.05766   0.26498  84  37  15   4  0.71800  0.04876  2.121E-02 *     0             3.815
  96 250 Cm   0.50548   0.10753   0.00000   1.00000   2   1   1   2  0.00000  0.04300                  0             0.000
  96 251 Cm   0.51535   0.13589   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  96 252 Cm   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  97 233 Bk   0.35969   0.02898   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  97 234 Bk   0.36099   0.02770   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  97 235 Bk   0.36405   0.02691   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  97 236 Bk   0.36869   0.02678   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  97 237 Bk   0.37479   0.02743   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  97 238 Bk   0.38220   0.02883   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  97 239 Bk   0.39079   0.03078   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  97 240 Bk   0.40039   0.03300   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  97 241 Bk   0.41077   0.03511   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  97 242 Bk   0.42166   0.03675   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  97 243 Bk   0.43273   0.03768   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  97 244 Bk   0.44366   0.03813   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  97 245 Bk   0.45441   0.03927   0.00000   1.00000   4   1   1   2  0.00000  0.05000                  0             0.000
  97 246 Bk   0.46495   0.04302   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  97 247 Bk   0.47531   0.05125  -0.77014   0.13860  25  16  14   1  0.54100  0.00000  1.757E-02       0             3.142
  97 248 Bk   0.48550   0.06484  -0.81843   0.15420  22  18   7   2  0.57910  0.01500  1.331E-01   F   0             4.576
